LASAcases,GPSA summary
0,"This Lesson discusses the appropriate use of morphine as an analgesic in the management of severe chronic pain. A patient safety incident is described where a terminally ill male's chronic and severe pain was ineffectively managed by injectable morphine. The patient also suffered distressing symptoms of some pain, dyspnoea, gurgley respirations due to retained secretions, and restlessness. The patient was prescribed low dose subcutaneous morphine every four hours as necessary. The man became more restless and appeared to be anxious and disorientated. Over the next 24 h the morphine dose and frequency was increased three times with no abating of symptoms. He then received frequent doses of SC morphine, some only five minutes apart. The patient received more than 800 milligrams of Morphine over 10 hours, with little apparent effect on his symptoms and with no requested medical review. The patient's tolerance to morphine was not recognized; nor was the use of adjuncts to better manage the pain and other symptoms presented."
0,"This Risk Watch article discusses a fatal patient safety incident involving use of paracetamol (acetaminophen) in an obese child. The article reviews the metabolism and elimination of paracetamol, the effects of obesity on the liver and paracetamol use in children. The patient, a 13-year old boy with damaged femoral heads, underwent percutaneous insertion of screws into both hips. His weight was 104kg; his height 166cm, a BMI of 38 (the typical weight for a child of this age and height would be about 50kg). He received IV morphine, then paracetamol and codeine as required for analgesia. He was then transferred to a small hospital for 4 weeks strict bed-rest. In the course of 14 days, he had been given 32 grams of paracetamol resulting in paracetamol toxicity. He died 18 days after his operation."
0,"Methadone, a synthetic opioid, is likely the least understood narcotic due in part to its infrequent use outside of specialized clinic settings. Methadone has been used in the management of opioid addiction and it is being used more frequently in the management of chronic pain. The Bulletin highlights two of several reports to ISMP Canada regarding methadone errors. The first patient was newly hospitalized and received approximately nine times his usual dose related to a telephone order and change in stock solution concentration. The second patient was receiving methadone daily from a community pharmacy and received a significant under-dose related to a prescribed dose by volume (mL) instead of mg. Additional contributing factors related to both errors and general recommendations for reducing the risk of recurrence are also provided."
0,"FDA issued a MedWatch Safety Alert dated 11/5/2003 on counterfeit Ethicon PROLENE Polypropylene mesh that has been distributed. PROLENE mesh is a nonabsorbable mesh used in the repair of hernias and other fascial deficiencies. Physicians, nurses and all other healthcare professionals should carefully examine all PROLENE flat mesh product before using it to determine if it is counterfeit based upon photographs provided by Ethicon. The Alert provides additional information on the issue and actions for implementation at applicable VA facilities."
0,This Safety Bulletin discusses initiatives and suggests actions to reduce risk to prevent medication patient safety incidents with the use of concentrated potassium chloride as well as errors involving potassium chloride oral liquid.
0,"This Medication Alert reviews serious and fatal patient safety incidents involving the use of concentrated potassium chloride. Several incidents are described. Generally the following have been found to be contributing factors and/or causes for the incidents: ? Wrong ampoule - Potassium chloride ampoules are mistaken for ampoules of similar appearance, such as sodium chloride 0.9% (normal saline) when reconstituting a drug for injection. ? Cognitive mix-up - The intent is to select frusemide / furosemide (a diuretic), but a potassium chloride ampoule is selected by mistake and administered. This type of cognitive error is thought to arise due to the frequent use of potassium chloride in patients who are taking frusemide; conditioning staff to the familiar pairing of the two drugs. ? Preparation error - An intravenous infusion of potassium chloride is prepared incorrectly. The Alert states that all the incidents have a common root cause?potassium chloride ampoules are available as medication stock in wards and other patient care areas. Several general and facility specific recommendations to reduce likelihood of occurrence of this incident are provided. Only those recommendations with universal application are provided in this summary."
0,This article discusses the implementation of an anticoagulation clinic in a rural community to assist in anticoagulant management and reduce the risk of related patient safety incidents.
0,"This Sentinel Event Lesson describes a fatal patient safety incident where the lack of a documented plan of care for a multi-disciplinary team contributed to administration of medication contraindicated for the patient and, ultimately, the death of a patient. This Lesson includes the contributing factors of the specific case and what the health service did to prevent this patient safety incident from reoccurring. A patient was admitted for investigation and treatment of an acute condition but with no medical plan of care. He was placed on the next dayÅfs theatre list. The Nurses followed prompts on a hospital clinical pathway designed for patients going to theatre for an elective surgical proce"
0,"ISMP Canada had received 22 reports of medication errors demonstrating confusion between the long-acting formulations of oral narcotics and the regular release formulations for the same drug. The products involved were hydromorphone, morphine, and oxycodone. Three medication incidents are highlighted in the Bulletin as well as contributing factors and system safeguards that can help prevent similar errors. All three patients recovered from the adverse effects."
0,The Bulletin describes an error involving the preparation and administration of a 10-fold higher dose than intended of cyclophosphamide to a paediatric patient. The findings of a root cause analysis are shared with a summary of the hospital's follow up corrective actions.
0,"Approximately 45-50% of medication errors reported to the USP-ISMP Medication Error Reporting Program (MERP) are related to problems with product labeling, packaging and nomenclature. The Bulletin highlights two error reports to ISMP Canada involving in-house packaging practices that contributed to substitution errors and resulted in patient harm. In the first case a patient was inadvertently administered 100% ethanol intravenously that was intended for addition to dialysate. The second patient was inadvertently administered a topical solution into the eye instead of the intended ophthalmic preparation. The applicable hospitals undertook investigations and a summary of their findings, and local system changes implemented, are provided."
0,"Insulin is considered one of the top five ""high alert"" medications because errors in dosing and administration can result in severe patient adverse effects; it is one of the drugs most likely to be involved in an error. The Bulletin highlights a variety of reported medication incidents that occurred as a result of errors made in the prescribing, transcription, preparation, and administration phases of insulin therapy. Strategies are provided for reducing the risk of insulin errors."
0,The Bulletin describes the inadvertent administration of Depo-Medrol? IV to a paediatric transplant patient that did not result in harm to the patient. This incorrect medication was also administered by the wrong route for its formulation. The various contributing factors and recommendations for the prevention of a similar error are provided.
0,"The Bulletin describes two medication incidents where incorrect infusion rates for epidural administration resulted in overdoses and patient harm. The first patient was post-operative and receiving fentanyl 2 mcg/mL with bupivacaine 0.125% by epidural infusion for pain management. A student nurse 'piggybacked' a 50 mL minibag containing ketorolac 30 mg to the main line which did not have an infusion pump. She then mistakenly adjusted the flow rate of the epidural infusion pump. The patient experienced a respiratory arrest but was fortunately successfully resuscitated. The second patient was receiving an epidural infusion with hydromorphone 0.01 mg/mL and bupivacaine 0.125% at a rate of 10 mL/hr. At the same time, Lactated Ringers was being administered by peripheral intravenous line using an identical volumetric pump. The patient was transferred from PACU to the obstetrical unit where an RN mistakenly set the infusion pump for the epidural to 100 mL/hour. The patient experienced significant neurological and respiratory symptoms but supportive treatment resulted in a complete recovery. A summary of the contributing factors and recommended actions to reduce the risk of recurrence are provided."
0,"The Bulletin describes a potentially life-threatening near-miss medication incident where a neuromuscular blocking agent was almost inadvertently administered to a patient without ventilator support. An order for intravenous ""acyclovir 1 g IV q8h"" was written in an emergency department (ED) where medications are supplied as wardstock. Since the medication was not a regularly stocked item, the nurse called pharmacy requesting a dose. The pharmacy technician mistakenly sent two 10 mL vials of vecuronium bromide to the ED. The nurse was not familiar with either medication and thought ""vecuronium"" must be a trade name for acyclovir and attempted to look up information in a variety of sources but was unsuccessful. The wrong medication was prepared for administration but at the last moment the nurse contacted pharmacy to clarify and was told to not administer. Other reported errors with neuromuscular blockers describe similar substitution errors. Possible contributing factors to the error described and recommendations for reducing the risk of recurrence are provided. Pictures of Abbott vecuronium product and Organon vecuronium product are included."
0,"This Safety Bulletin describes a patient safety incident where the wrong dose of epinephrine was administered. Causes of this, and other similar errors, including confusion of the strength, expressed as a dilution (1:1000) versus number of milligrams, unfamiliarity with the drug, lack of dosing information with the product are discussed. The incident occurred in a Canadian hospital where epinephrine was administered IV for the treatment of a hypersensitivity reaction. One mL of epinephrine 1:1000 (1 mg/mL) product was diluted with sodium chloride for injection and then administered, IV push over 2 minutes, by a physician. As a result of receiving 1 mg epinephrine IV, the adult patient experienced adverse effects requiring transfer from a nursing unit to an intensive care unit. The patient was later transferred back to the nursing unit with no long-term effects."
1,"The Bulletin describes reports of the inadvertent substitution of Seroquel? (quetiapine) for Serzone-5HT2? (nefazodone). Contributing factors are discussed and strategies are provided to prevent confusion between these two products and other problematic drug names, packaging and labeling."
0,"The Bulletin describes an infusion error report where the @ symbol printed on the label was interpreted as 2, and the rate of infusion was set at 25 mL per hour (125 mcg/hour) instead of the intended 5 mL (25 mcg/hour) of Octreotide IV x 48 hours. It is proposed the @ sign be considered a dangerous abbreviation and that it be included in a hospital's list of abbreviations or symbols 'not to use'. Additional recommendations are provided in the Bulletin for improving safety when (i) designing label formats within the pharmacy software and (ii) checking labels for clarity of the information during the dispensing process."
0,"The bulletin provides a summary of the facts related to a chemotherapy error, the contributing factors, and the recommended system safeguards. A patient received 5.5 mg Raltitrexed (Tomudex) as a first cycle of chemotherapy treatment. The physician's order for the next scheduled cycle of treatment three weeks later read: ""Chemotherapy: Tomudex 5.5 mg IV"" and ""Follow-up: Return to Clinic in three weeks with CBC and differential and creatinine."" A clerk inadvertently transcribed the order on the Medication Administration Record (MAR) as every week for three weeks. Blood work was done each week and three treatments were administered to the patient before the error was discovered, while performing the monthly billing process. The patient's blood counts recovered."
0,"The Bulletin describes two reports to ISMP Canada where patients received conventional amphotericin B desoxycholate (Fungizone?)intravenously (V) , when the intended product was a lipid-based amphotericin B product (AmBisome? or Abelcet?). Since the recommended dose for conventional amphotericin B is much lower than the doses recommended for lipid-based products, the consequences of such substitution errors result in the administration of toxic doses of amphotericin B that are potentially lethal. The Bulletin describes additional background information and provides recommendations to prevent medication errors with amphotericin B products."
0,This Safety Bulletin reviews several medication patient safety incidents involving concentrated potassium chloride and discusses how the use of failure mode and effects analysis (FMEA) may mitigate the likelihood of these type of errors.
0,"The Bulletin describes a near-miss medication incident where a prescription for oral codeine for a 7 year-old boy was difficult to interpret and the label applied to the bottle, as well as the volume supplied of codeine oral syrup, were not correct. The mother noticed that the directions on the two 250 mL bottles of codeine syrup were labeled ""give 1 tablespoon every 4 hours if needed"". From the information provided on the label, she was able to calculate that a tablespoon would equate to a 75 mg dose, significantly more than the prescribed 15 mg dose. Fortunately, she returned to the store and asked the pharmacist to double-check the prescription. The errors were corrected. A description of the contributing factors as well as recommendations for reducing the risk of recurrence are provided."
0,"Several reports of serious errors involving narcotic medications have been received by ISMP Canada. Two incidents are described and a summary of suggestions arising from a roundtable discussion are included. In the first case, an adult patient admitted for a minor procedure was experiencing significant pain. The physician gave a verbal order for Demerol 25 mg Intravenous (IV) however 25 mg of morphine IV was administered. Naloxone was required to reverse the effects. Miscommunication, a heightened sense of urgency of the situation, and intentions to alleviate suffering quickly, led to the error. b. A post-operative patient was prescribed oxycodone controlled-release (Oxycontin) 20 mg po q8h. The order was misinterpreted as q3h and the patient received several doses every three hours before the error was noted. The patient required naloxone."
0,"This Safety Bulletin discusses the inadvertent injection of oral medications subcutaneously or intravenously that may result in patient harm or death and provides actions to reduce the risk of this occurrence. One incident occurred in Canada was where an oral dose of a medication was administered subcutaneously. The oral solution had been withdrawn into a parenteral syringe (1 mL ÅgTBÅh syringe). A needle was inadvertently added to the syringe (an action that was attributed to a Åglapse of attentionÅh). The contents of the syringe were then injected subcutaneously. Fortunately, the patient encountered no harm. Two reported deaths in the United States occurred when oral nimodipine intended for administration through a nasogastric feeding tube was inadvertently administered intravenously."
1,"The Bulletin notes that ISMP Canada has received four reports describing confusion errors between lamotrigine (LAMICTAL?) and three alternate products: lamivudine (Heptovir?); terbinafine HCL (Lamisil?), liothyronine (Cytomel?). Two of the errors occurred during patient transfers from one organization to another. Recommendations are provided to reduce the risk of look-alike/sound alike errors with these medications."
0,This Safety Bulletin discusses safeguards necessary when using intravenous (IV) hypertonic sodium chloride (saline) solutions. The bulletin describes a patient incident involving 3% sodium chloride IV and the dangers of stocking 5% sodium chloride IV. In a Canadian hospital an order for 250 mL 3% sodium chloride IV solution was written at night and required a return to the hospital by the on-call pharmacist. The pharmacist delivered the product to the nursing unit with verbal instructions as to the patient name. The sodium chloride 3% solution was then mistaken for a premixed heparin solution and was administered to the wrong patient.
0,"This Safety Bulletin discusses safegards to prevent the inadvertent administration of intrathecal vincristine via the intravenous route. The dilution of vincristine and use of mini-bags instead of dispensing the vincristine in syringes is the primary safeguard in use today. Unique and non-interchangeable connections of drug administration systems, representing a forced function design, are not yet available to prevent against accidental intrathecal administration."
0,"This Sentinel Event Alert discusses medication patient safety errors which result from use of non-standardized, dangerous abbreviations, symbols, acronymns and dose expressions. Contributing factors are illegible or confusing handwriting by clinicians and the failure of health care providers to communicate clearly with one another. Recommendations to reduce risk of occurrence are provided"
1,"This Sentinel Event Alert discusses medication patient safety incidents resulting from confusing look-alike or sound-alike drug names and makes recommendations for minimizing risk and preventing potential errors. Contributing factors to the incidents include the fact that thousands of brand and generic drugs are currently on the market as well as complications such as illegible handwriting, incomplete knowledge of drug names, newly available products, similar packaging or labelling, and incorrectly selecting a drug from a computerized list."
0,"This Sentinel Event Alert reviews a fatal medication patient safety incident where a the wrong medication was inadvertently administered and discusses the need for organizations to identify and prioritize high risk assessments to prevent error. In 1995, a 7-year-old boy died when he was injected with what was later discovered to be the wrong medication during routine, elective ear surgery. An intense and exhaustive investigation revealed a mix-up during the process of transferring medications from the non-sterile field to the sterile field."
0,"This alert addresses the need for increased vigilance in the use of anticoagulants, especially warfarin, as an increased occurrence of complications related to their use has been documented. The alert uses a fatal patient safety incident to illustrate a variety of contributing factors that involve prescribing, dispensing, administration and monitoring errors with the use of warfarin. The case is that of a 78 female admitted to hospital with a diagnosis of embolic CVA and new onset atrial fibrillation for which she was prescribed heparin IV followed by Coumadin(R). She was transferred to a long term care facility where she remained in atrial fibrillation on admission. Coumadin(R) 5 mg daily was continued and increased to 7.5 mg daily after an INR of 1.44. A repeat INR in two weeks was ordered but was not performed. No standing orders for frequency of lab testing for residents on warfarin existed. On day 39 of the resident's stay, the consultant pharmacist noted that no INR had been done and left a note for the physician ""to consider monthly INRs while the resident is receiving Coumadin"". The message was not promptly conveyed to the physician. Several days later the resident developed what looked like symptoms of a urinary tract infection and was prescribed Bactrim(R) (cotrimoxazole) followed by Cipro(R) (ciprofloxacin) when the former did not resolve symptoms. Throughout this treatment, the resident continued to receive warfarin. During days 48 - 50, the resident experienced progressive weakness, dizziness, bruising, and increased lethargy. This was followed by hypotension, tachycardia, obtundedness, and diffuse bruising over her entire body. The patient suffered a large subdural hematoma and expired."
0,"This Sentinel Event Alert addresses medication patient safety incidents that are related to high alert medications that have the highest risk of causing injury. This Alert discusses the common risk factors and actions to reduce risk for insulin, opiates and narcotics, heparin and other injectable anticoagulants, injectable potassium chloride or potassium phosphate concentrate, and sodium chloride solutions greater than 0.9%."
0,"This article discusses patient safety incidents and development of national Danish guidelines related to patients who have experienced excessive blood loss while undergoing invasive procedures and being treated with anticoagulant therapy (high alert drug). A case is described where following a revision of a hip prosthesis a catheter was placed in the dead space around the spinal cord of a patient. The patient received treatment with low molecular heparin (Klexane(R)) to prevent embolus. In the recovery department this treatment was increased to therapeutic dosage (80 mg x 2). The catheter from the spinal cord anaesthesia was removed after 6 days because of bleeding from the incision point. Shortly after, a scan of the spinal cord showed an accumulation of blood around the spinal cord. The patient was treated with blood thinning medicine with oral warfarin (Marevan(R). INR was within therapeutic levels, and then progressed to values over the therapeutic level. Drainage of the pleura for excess blood was performed without review of INR levels. During that procedure, a liver scratch resulted in more bleeding. The patient required abdominal surgery to remove large quantities of blood."
